project_id	case_id	case_submitter_id	sample_id	sample_submitter_id	portion_id	portion_submitter_id	analyte_id	analyte_submitter_id	a260_a280_ratio	amount	analyte_quantity	analyte_type	analyte_type_id	analyte_volume	concentration	experimental_protocol_type	normal_tumor_genotype_snp_match	ribosomal_rna_28s_16s_ratio	rna_integrity_number	spectrophotometer_method	state	well_number
HCMI-CMDC	496a0dcf-431a-467a-a150-5c7486d72bee	HCM-CSHL-0155-C50	2a77c0b6-5391-4ee1-ad7b-d136fff919ad	HCM-CSHL-0155-C50-86A	6d72611f-6fdc-566d-9336-a6945f9a88bb	'--	2b372cee-1c2d-49d3-9906-6fa634d766ea	HCM-CSHL-0155-C50-86A-01D	'--	'--	'--	DNA	D	'--	0.16	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	496a0dcf-431a-467a-a150-5c7486d72bee	HCM-CSHL-0155-C50	6305ebd0-d831-4800-878b-e20cb785793a	HCM-CSHL-0155-C50-10A	3f62f098-3a61-40df-855d-5e706a13f9ad	HCM-CSHL-0155-C50-10A-01	2cd3e974-12e6-4c69-bfeb-f6ef72107c8c	HCM-CSHL-0155-C50-10A-01D	'--	'--	'--	DNA	D	'--	0.16	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	496a0dcf-431a-467a-a150-5c7486d72bee	HCM-CSHL-0155-C50	83679910-b27a-495a-a582-dc0c8d81ba3b	HCM-CSHL-0155-C50-85D	cd9d9f4b-6013-5df3-aebf-cad719aa0a35	'--	53708c05-1a67-47cc-9859-178b933f404a	HCM-CSHL-0155-C50-85D-01D	'--	'--	'--	DNA	D	'--	0.13	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	496a0dcf-431a-467a-a150-5c7486d72bee	HCM-CSHL-0155-C50	83679910-b27a-495a-a582-dc0c8d81ba3b	HCM-CSHL-0155-C50-85D	45fdaffd-1ad5-5902-8643-d281585acc03	'--	e03f7705-1236-4804-8d90-bd2cefc2cc2d	HCM-CSHL-0155-C50-85D-01R	1.96	'--	'--	RNA	R	'--	0.18	mirVana (Allprep DNA) RNA	Yes	1.72	9.3	UV Spec	released	'--
HCMI-CMDC	4b9b3130-2483-4e5d-8c4d-e225590a5cd2	HCM-BROD-0048-C71	852dc616-371c-47af-b216-e1a860c9769d	HCM-BROD-0048-C71-01A	b766dbb1-f085-4a53-ac98-d07496ae8d36	HCM-BROD-0048-C71-01A-01	22150f76-3ad8-49f4-b6be-3a6d19eead0f	HCM-BROD-0048-C71-01A-01D	'--	'--	'--	DNA	D	'--	0.03	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	4b9b3130-2483-4e5d-8c4d-e225590a5cd2	HCM-BROD-0048-C71	89bc8bd1-0eb8-40d7-8839-18516f4393eb	HCM-BROD-0048-C71-10B	82b9b6a2-dc42-4456-9a4f-fa5a6170b657	HCM-BROD-0048-C71-10B-01	42c0b680-f502-45bd-a776-5476297006c3	HCM-BROD-0048-C71-10B-01D	'--	'--	'--	DNA	D	'--	0.11	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	4b9b3130-2483-4e5d-8c4d-e225590a5cd2	HCM-BROD-0048-C71	d6cdbb3d-021e-496c-8dbb-6d445e92e4ed	HCM-BROD-0048-C71-85A	267b95e2-f3e5-5fec-a814-657d23e93577	'--	11adff96-b90d-4400-86de-2be30eefb40d	HCM-BROD-0048-C71-85A-01R	1.53	'--	'--	RNA	R	'--	0.15	mirVana (Allprep DNA) RNA	Yes	1.75	9.9	UV Spec	released	'--
HCMI-CMDC	4b9b3130-2483-4e5d-8c4d-e225590a5cd2	HCM-BROD-0048-C71	d6cdbb3d-021e-496c-8dbb-6d445e92e4ed	HCM-BROD-0048-C71-85A	2a1c287d-6742-5e04-8526-203ac7f0efbc	'--	a45c5e8d-d3ca-4fa0-b9e0-25562a476e8b	HCM-BROD-0048-C71-85A-01D	'--	'--	'--	DNA	D	'--	0.15	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	4c48e9c9-5f8f-43e2-a972-367b260b40eb	HCM-CSHL-0179-C25	20d10a0c-1792-45b3-b633-02e8d7478e12	HCM-CSHL-0179-C25-10A	a9626aad-ac79-4376-98da-b7874471633d	HCM-CSHL-0179-C25-10A-01	8288b74e-dd5d-49de-88ee-a0179448b80a	HCM-CSHL-0179-C25-10A-01D	'--	'--	'--	DNA	D	'--	0.15	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	4c48e9c9-5f8f-43e2-a972-367b260b40eb	HCM-CSHL-0179-C25	50545094-7eab-46b6-a9b9-d01c9ed30f85	HCM-CSHL-0179-C25-01A	bdf2099a-9dd8-4bdb-825a-a7beea2f96e8	HCM-CSHL-0179-C25-01A-11	3cea4cb0-85ce-48d9-98ef-00acd1c1df94	HCM-CSHL-0179-C25-01A-11D	'--	'--	'--	DNA	D	'--	0.16	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	4c48e9c9-5f8f-43e2-a972-367b260b40eb	HCM-CSHL-0179-C25	50545094-7eab-46b6-a9b9-d01c9ed30f85	HCM-CSHL-0179-C25-01A	bdf2099a-9dd8-4bdb-825a-a7beea2f96e8	HCM-CSHL-0179-C25-01A-11	6d850e03-5c08-4210-8bc7-a01de7eaacab	HCM-CSHL-0179-C25-01A-11R	2.24	'--	'--	RNA	R	'--	0.16	mirVana (Allprep DNA) RNA	Yes	1.29	4.7	UV Spec	released	'--
HCMI-CMDC	4c48e9c9-5f8f-43e2-a972-367b260b40eb	HCM-CSHL-0179-C25	57af1820-b0f9-4d92-8455-5e450836550a	HCM-CSHL-0179-C25-85A	3425584f-27c6-5d09-8f7a-dcbd2ef44bc3	'--	b12eec69-7daa-4fa5-a93d-efcd48082252	HCM-CSHL-0179-C25-85A-01D	'--	'--	'--	DNA	D	'--	0.18	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	4c48e9c9-5f8f-43e2-a972-367b260b40eb	HCM-CSHL-0179-C25	57af1820-b0f9-4d92-8455-5e450836550a	HCM-CSHL-0179-C25-85A	5e58298b-e00f-58ae-af6d-9cb618c10e9a	'--	f07164b7-affa-4376-9273-9c29ac14d2a6	HCM-CSHL-0179-C25-85A-01R	1.8	'--	'--	RNA	R	'--	0.17	mirVana (Allprep DNA) RNA	Yes	1.52	9.0	UV Spec	released	'--
HCMI-CMDC	4e828c35-5fc3-40af-a2ee-10b4281c77b8	HCM-BROD-0569-C43	68e1cc96-9b30-4724-9842-cc3ff548d569	HCM-BROD-0569-C43-10A	da022483-8c21-4fbd-9c0b-2a64dea62a55	HCM-BROD-0569-C43-10A-01	3d51694f-9814-483a-b0d0-25e81b453624	HCM-BROD-0569-C43-10A-01D	'--	'--	'--	DNA	D	'--	0.14	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	4e828c35-5fc3-40af-a2ee-10b4281c77b8	HCM-BROD-0569-C43	ad9ab2ba-a70b-4c57-9aa6-8965d0be6071	HCM-BROD-0569-C43-06A	a2285ada-e582-466f-b977-d0e00921ce41	HCM-BROD-0569-C43-06A-11	e516dc5f-729f-46b3-8a44-a0db98f47eb8	HCM-BROD-0569-C43-06A-11R	1.81	'--	'--	RNA	R	'--	0.17	mirVana (Allprep DNA) RNA	Yes	1.22	7.9	UV Spec	released	'--
HCMI-CMDC	4e828c35-5fc3-40af-a2ee-10b4281c77b8	HCM-BROD-0569-C43	ad9ab2ba-a70b-4c57-9aa6-8965d0be6071	HCM-BROD-0569-C43-06A	a2285ada-e582-466f-b977-d0e00921ce41	HCM-BROD-0569-C43-06A-11	fee1b1e1-6604-4da1-950e-991f68f3dc05	HCM-BROD-0569-C43-06A-11D	'--	'--	'--	DNA	D	'--	0.15	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	4e828c35-5fc3-40af-a2ee-10b4281c77b8	HCM-BROD-0569-C43	dafc8b78-87eb-4210-bb30-6356aa644f8a	HCM-BROD-0569-C43-85M	9c77d759-e776-5e2b-bce7-cfdee9857f4a	'--	a829df29-620c-406b-ac8c-ca8565ce9aa9	HCM-BROD-0569-C43-85M-01R	1.83	'--	'--	RNA	R	'--	0.15	mirVana (Allprep DNA) RNA	Yes	1.9	9.9	UV Spec	released	'--
HCMI-CMDC	4e828c35-5fc3-40af-a2ee-10b4281c77b8	HCM-BROD-0569-C43	dafc8b78-87eb-4210-bb30-6356aa644f8a	HCM-BROD-0569-C43-85M	d29aa098-e0d4-5dca-a063-3810587fc22e	'--	b2b8b533-a8fb-4521-a09a-483cc833c08f	HCM-BROD-0569-C43-85M-01D	'--	'--	'--	DNA	D	'--	0.14	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	50d99ee7-b965-4211-9a4e-b857f4775208	HCM-BROD-0685-C71	22730516-fbe9-444d-a6bc-7d368921c800	HCM-BROD-0685-C71-10A	26e92f62-1aef-4214-9cea-6081c0b08f56	HCM-BROD-0685-C71-10A-01	f393677d-6056-4598-86e9-de71c89aa17c	HCM-BROD-0685-C71-10A-01D	'--	'--	'--	DNA	D	'--	0.15	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	50d99ee7-b965-4211-9a4e-b857f4775208	HCM-BROD-0685-C71	65c037cb-bf68-4bd5-9299-8bf8276bc205	HCM-BROD-0685-C71-01A	6a89880e-f528-4f2e-a9dd-c8d41298ecd2	HCM-BROD-0685-C71-01A-01	2595973c-25ab-4792-a1fe-439de62d3870	HCM-BROD-0685-C71-01A-01R	1.79	'--	'--	RNA	R	'--	0.18	mirVana (Allprep DNA) RNA	Yes	0.94	4.9	UV Spec	released	'--
HCMI-CMDC	50d99ee7-b965-4211-9a4e-b857f4775208	HCM-BROD-0685-C71	65c037cb-bf68-4bd5-9299-8bf8276bc205	HCM-BROD-0685-C71-01A	6a89880e-f528-4f2e-a9dd-c8d41298ecd2	HCM-BROD-0685-C71-01A-01	2694cac8-6f4a-4c33-ba1d-db6829487c7c	HCM-BROD-0685-C71-01A-01D	'--	'--	'--	DNA	D	'--	0.15	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	50d99ee7-b965-4211-9a4e-b857f4775208	HCM-BROD-0685-C71	acea83b3-1edb-471a-bb3e-45a63e90d703	HCM-BROD-0685-C71-85A	7d1da900-580e-5a7d-848e-82bfdf6e91e3	'--	6dab9498-ea59-4c4a-a8f8-8be83274276e	HCM-BROD-0685-C71-85A-01D	'--	'--	'--	DNA	D	'--	0.09	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	50d99ee7-b965-4211-9a4e-b857f4775208	HCM-BROD-0685-C71	acea83b3-1edb-471a-bb3e-45a63e90d703	HCM-BROD-0685-C71-85A	90c148a4-a8ba-5656-8bf0-ef6a76e6eeb5	'--	d11ac2b9-e12e-42b1-856d-667d669031a5	HCM-BROD-0685-C71-85A-01R	1.11	'--	'--	RNA	R	'--	0.09	mirVana (Allprep DNA) RNA	Yes	2.1	9.7	UV Spec	released	'--
HCMI-CMDC	51b83c83-b639-424b-a023-fd5fe7c2f4b5	HCM-BROD-0196-C71	8e676f9a-acfe-42d0-91d9-a49468ce9ce9	HCM-BROD-0196-C71-10A	389c963d-4f98-4b6e-a628-bfbb44d2335c	HCM-BROD-0196-C71-10A-01	c21e98d1-76ce-4759-9989-2a0b11c766af	HCM-BROD-0196-C71-10A-01D	'--	'--	'--	DNA	D	'--	0.12	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	51b83c83-b639-424b-a023-fd5fe7c2f4b5	HCM-BROD-0196-C71	e1b15ae0-bfe3-4e62-97f0-0f9fbf57322b	HCM-BROD-0196-C71-01A	843067de-c492-4cab-91a8-b2f1db50e9f3	HCM-BROD-0196-C71-01A-11	643fe61f-8ec8-4b35-b5c9-653041e0f5b2	HCM-BROD-0196-C71-01A-11D	'--	'--	'--	DNA	D	'--	0.14	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	51b83c83-b639-424b-a023-fd5fe7c2f4b5	HCM-BROD-0196-C71	e1b15ae0-bfe3-4e62-97f0-0f9fbf57322b	HCM-BROD-0196-C71-01A	843067de-c492-4cab-91a8-b2f1db50e9f3	HCM-BROD-0196-C71-01A-11	6d7a3a4b-a98c-43cb-b98e-2aac09266a38	HCM-BROD-0196-C71-01A-11R	2.11	'--	'--	RNA	R	'--	0.17	mirVana (Allprep DNA) RNA	Yes	1.75	9.2	UV Spec	released	'--
HCMI-CMDC	51b83c83-b639-424b-a023-fd5fe7c2f4b5	HCM-BROD-0196-C71	f52e837e-0258-4b2b-9c85-cc614fb0e54f	HCM-BROD-0196-C71-85A	208ae854-93da-550e-9b73-219b6d449204	'--	af24f415-b76e-4a95-9862-e6577d788da2	HCM-BROD-0196-C71-85A-01D	'--	'--	'--	DNA	D	'--	0.14	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	51b83c83-b639-424b-a023-fd5fe7c2f4b5	HCM-BROD-0196-C71	f52e837e-0258-4b2b-9c85-cc614fb0e54f	HCM-BROD-0196-C71-85A	66cbbd06-f806-501d-be98-ce64e16c5ad5	'--	f4ecadb1-0377-4edb-a2b2-a508a6b86303	HCM-BROD-0196-C71-85A-01R	1.79	'--	'--	RNA	R	'--	0.08	mirVana (Allprep DNA) RNA	Yes	1.69	9.2	UV Spec	released	'--
HCMI-CMDC	54722e41-2feb-4c8a-b29f-3780da916e49	HCM-SANG-0267-D12	1d3e6b50-9849-4c1d-8b99-8ffa3f2bc513	HCM-SANG-0267-D12-85A-01R-A80W-32	9c50f6bf-9615-5d70-95cf-88d33d83b26a	'--	a1f8bf81-39f5-5ed1-bb6c-7b3738fb1701	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
HCMI-CMDC	54722e41-2feb-4c8a-b29f-3780da916e49	HCM-SANG-0267-D12	26966412-1277-495f-8ddd-035830b819e1	HCM-SANG-0267-D12-85A-01D-A80T-32	f5c272af-2ad1-5000-b7e1-9b61592d32e0	'--	0c8ba4c7-6bb0-56cc-9604-2646b900f788	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
HCMI-CMDC	54722e41-2feb-4c8a-b29f-3780da916e49	HCM-SANG-0267-D12	310d6bc6-f632-4524-be46-7f0e12531310	HCM-SANG-0267-D12-85A	97917d95-ab75-5537-aada-f4f7b9597b04	'--	09147d88-bd46-4c8b-a854-3799194698f0	HCM-SANG-0267-D12-85A-01R	1.54	'--	'--	RNA	R	'--	0.11	mirVana (Allprep DNA) RNA	Yes	2.2	9.5	UV Spec	released	'--
HCMI-CMDC	54722e41-2feb-4c8a-b29f-3780da916e49	HCM-SANG-0267-D12	310d6bc6-f632-4524-be46-7f0e12531310	HCM-SANG-0267-D12-85A	d6761e8c-ff93-580e-94fd-c2e95e7f14dd	'--	6cb59114-a7d9-45a0-bfea-56f64fdedf46	HCM-SANG-0267-D12-85A-01D	'--	'--	'--	DNA	D	'--	0.15	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	54722e41-2feb-4c8a-b29f-3780da916e49	HCM-SANG-0267-D12	4382933d-6f4c-4c02-85ff-30e1bff0eeda	HCM-SANG-0267-D12-31B	768f49f8-e0b5-47a0-bde2-54e2ba7a7b5e	HCM-SANG-0267-D12-31B-01	438af06d-be5e-4dc4-a6e9-1e6255c4b9d1	HCM-SANG-0267-D12-31B-01D	'--	'--	'--	DNA	D	'--	0.07	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	54722e41-2feb-4c8a-b29f-3780da916e49	HCM-SANG-0267-D12	8aaf03e1-0350-49a4-a2d0-0a8197ddfd82	HCM-SANG-0267-D12-31A	af7b561f-a112-4607-8dae-ffbc81ed1679	HCM-SANG-0267-D12-31A-01	de1d8a01-7284-42dd-84f2-829044c0c290	HCM-SANG-0267-D12-31A-01R	2.19	'--	'--	RNA	R	'--	0.16	'--	Yes	1.11	6.5	UV Spec	released	'--
HCMI-CMDC	54722e41-2feb-4c8a-b29f-3780da916e49	HCM-SANG-0267-D12	bcea36a1-fb65-486b-9109-43dc35e40550	HCM-SANG-0267-D12-01A-01D-A80T-32	6b63227b-2d2c-548d-bebd-3b7ae5f28d06	'--	3dc4d743-e603-506d-b8d0-6a4065b5ad77	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
HCMI-CMDC	54722e41-2feb-4c8a-b29f-3780da916e49	HCM-SANG-0267-D12	c527ed87-df3b-4065-a9b8-9fa9bbad4d38	HCM-SANG-0267-D12-10A	b0c8057a-81be-4e51-90f9-14fa527322e0	HCM-SANG-0267-D12-10A-01	5d84d92e-5d9e-4c0d-9afe-152d3e7c6251	HCM-SANG-0267-D12-10A-01D	'--	'--	'--	DNA	D	'--	0.15	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	54722e41-2feb-4c8a-b29f-3780da916e49	HCM-SANG-0267-D12	d3c9269f-fd45-486c-9333-ee4e98c2c7ec	HCM-SANG-0267-D12-86A	1303688e-e289-5f26-8ae5-6c36e9fbc9cf	'--	5927ad35-6cdb-46d3-9c5d-0398578118d4	HCM-SANG-0267-D12-86A-01D	'--	'--	'--	DNA	D	'--	0.15	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	54722e41-2feb-4c8a-b29f-3780da916e49	HCM-SANG-0267-D12	d3c9269f-fd45-486c-9333-ee4e98c2c7ec	HCM-SANG-0267-D12-86A	ae93b302-d909-503c-88f4-f09cf5c1ee6d	'--	879ea3f7-ba93-4414-96b2-f1c7e8458b7a	HCM-SANG-0267-D12-86A-01R	1.82	'--	'--	RNA	R	'--	0.16	mirVana (Allprep DNA) RNA	Yes	2.27	8.6	UV Spec	released	'--
HCMI-CMDC	54722e41-2feb-4c8a-b29f-3780da916e49	HCM-SANG-0267-D12	ea60adc0-65f0-4ca2-8ece-8995c93120c9	HCM-SANG-0267-D12-10A-01D-A80T-32	ed53fae0-37da-5b5e-a8f2-b3684256f93b	'--	bac64879-1458-5ea7-925c-f37c55e367b3	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
HCMI-CMDC	56c07b06-c6d3-4c03-9e57-7be636e7cc5c	HCM-BROD-0027-C34	0cca0834-6f13-45b9-9d94-6f1dae090edb	HCM-BROD-0027-C34-85A	9bc7368e-f38d-521e-b766-5f8ced016162	'--	686f13b3-88ac-4541-a2af-1e88807497be	HCM-BROD-0027-C34-85A-01R	1.84	'--	'--	RNA	R	'--	0.15	mirVana (Allprep DNA) RNA	Yes	2.65	9.3	UV Spec	released	'--
HCMI-CMDC	56c07b06-c6d3-4c03-9e57-7be636e7cc5c	HCM-BROD-0027-C34	0cca0834-6f13-45b9-9d94-6f1dae090edb	HCM-BROD-0027-C34-85A	86009107-4e8d-5bb1-ab69-d628a236e46f	'--	aa4e7f96-756f-4e1d-afc4-0ba848380781	HCM-BROD-0027-C34-85A-01D	'--	'--	'--	DNA	D	'--	0.08	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	56c07b06-c6d3-4c03-9e57-7be636e7cc5c	HCM-BROD-0027-C34	d4aec8f1-10c4-4bf0-bc06-0bcbcd85f834	HCM-BROD-0027-C34-10A	9314efca-3b9b-4d2b-bd65-789bafdfbaaa	HCM-BROD-0027-C34-10A-01	5c92986b-4422-4f91-a0ce-1a0982173d01	HCM-BROD-0027-C34-10A-01D	'--	'--	'--	DNA	D	'--	0.31	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	56c07b06-c6d3-4c03-9e57-7be636e7cc5c	HCM-BROD-0027-C34	ef9af1ad-c9ec-4949-baa7-41fc281ac4d9	HCM-BROD-0027-C34-06A	0116e94f-363a-47a0-828c-1d17519b268b	HCM-BROD-0027-C34-06A-11	2462605c-a432-4ef5-bd6b-7cb1a542541c	HCM-BROD-0027-C34-06A-11D	'--	'--	'--	DNA	D	'--	0.15	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	56c07b06-c6d3-4c03-9e57-7be636e7cc5c	HCM-BROD-0027-C34	ef9af1ad-c9ec-4949-baa7-41fc281ac4d9	HCM-BROD-0027-C34-06A	0116e94f-363a-47a0-828c-1d17519b268b	HCM-BROD-0027-C34-06A-11	7f2861ce-96c2-438c-8a64-0e2f4e911a11	HCM-BROD-0027-C34-06A-11R	2.11	'--	'--	RNA	R	'--	0.17	mirVana (Allprep DNA) RNA	Yes	1.54	8.9	UV Spec	released	'--
HCMI-CMDC	5739bcf8-92f0-406a-b4ee-45b6b989bdb5	HCM-CSHL-0174-C22	13f93095-416d-4cd3-ae47-a3e35dccca44	HCM-CSHL-0174-C22-10A	ef79595a-a69a-4252-9b60-f4ad0fe291dc	HCM-CSHL-0174-C22-10A-01	11f5042d-7460-4c87-a4c3-6b86801426e0	HCM-CSHL-0174-C22-10A-01D	'--	'--	'--	DNA	D	'--	0.16	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	5739bcf8-92f0-406a-b4ee-45b6b989bdb5	HCM-CSHL-0174-C22	33739750-eb0b-49bc-9e4f-e3fe2ff25de2	HCM-CSHL-0174-C22-85A	223b8e2e-909e-52fe-8787-0eb98f873bf0	'--	8a5963c5-5b43-46cd-a27a-68ae42531188	HCM-CSHL-0174-C22-85A-01R	1.8	'--	'--	RNA	R	'--	0.12	Allprep RNA Extraction	Yes	0.86	6.2	UV Spec	released	'--
HCMI-CMDC	5739bcf8-92f0-406a-b4ee-45b6b989bdb5	HCM-CSHL-0174-C22	33739750-eb0b-49bc-9e4f-e3fe2ff25de2	HCM-CSHL-0174-C22-85A	e6cf6a8c-0fda-5c9c-b6d4-31348bddf4e8	'--	b39878c4-4fff-407b-a275-6b53ef16164e	HCM-CSHL-0174-C22-85A-01D	'--	'--	'--	DNA	D	'--	0.14	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	5739bcf8-92f0-406a-b4ee-45b6b989bdb5	HCM-CSHL-0174-C22	388f01b4-7940-4b57-a2d5-0d741ab31867	HCM-CSHL-0174-C22-86A	82bc6ac9-314e-5ed0-835c-0583a7ddaa1b	'--	3d529246-08da-42fd-9792-99275a6c5a37	HCM-CSHL-0174-C22-86A-01R	1.78	'--	'--	RNA	R	'--	0.18	mirVana (Allprep DNA) RNA	Yes	1.29	8.7	UV Spec	released	'--
HCMI-CMDC	5739bcf8-92f0-406a-b4ee-45b6b989bdb5	HCM-CSHL-0174-C22	388f01b4-7940-4b57-a2d5-0d741ab31867	HCM-CSHL-0174-C22-86A	f2d99bee-fbc0-53b9-b869-b160e17899c9	'--	ff346275-1f29-4116-8cdf-46a7d5e942af	HCM-CSHL-0174-C22-86A-01D	'--	'--	'--	DNA	D	'--	0.15	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	5739bcf8-92f0-406a-b4ee-45b6b989bdb5	HCM-CSHL-0174-C22	95f45522-7b9a-447f-b4bb-d89bbb538a54	HCM-CSHL-0174-C22-01A	6bbbe223-eaf3-4bab-a1b9-6932a1de6f72	HCM-CSHL-0174-C22-01A-11	329bb52f-78bc-4181-8d8d-6b95c15a4f87	HCM-CSHL-0174-C22-01A-11D	'--	'--	'--	DNA	D	'--	0.14	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	5739bcf8-92f0-406a-b4ee-45b6b989bdb5	HCM-CSHL-0174-C22	95f45522-7b9a-447f-b4bb-d89bbb538a54	HCM-CSHL-0174-C22-01A	6bbbe223-eaf3-4bab-a1b9-6932a1de6f72	HCM-CSHL-0174-C22-01A-11	4487ec2e-a52e-44ee-946b-e44b9e94019e	HCM-CSHL-0174-C22-01A-11R	1.75	'--	'--	RNA	R	'--	0.15	mirVana (Allprep DNA) RNA	Yes	1.64	7.7	UV Spec	released	'--
HCMI-CMDC	5c5ef9c4-5896-4553-bbbd-afe4e4b52a6a	HCM-BROD-0214-C71	0652d7be-f1fe-422b-81ed-8031fecc9e07	HCM-BROD-0214-C71-85A	fd73c6a3-737d-531c-9acd-5ea45b5bada0	'--	bca216ae-bcf0-4b9b-a4fb-dee0e7448df4	HCM-BROD-0214-C71-85A-01R	1.77	'--	'--	RNA	R	'--	0.15	mirVana (Allprep DNA) RNA	Yes	2.72	10.0	UV Spec	released	'--
HCMI-CMDC	5c5ef9c4-5896-4553-bbbd-afe4e4b52a6a	HCM-BROD-0214-C71	0652d7be-f1fe-422b-81ed-8031fecc9e07	HCM-BROD-0214-C71-85A	8a653314-24a7-5364-a2ea-c036e37fdb98	'--	e3733673-ea27-4ff1-8be9-fc317ddd9a79	HCM-BROD-0214-C71-85A-01D	'--	'--	'--	DNA	D	'--	0.15	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	5c5ef9c4-5896-4553-bbbd-afe4e4b52a6a	HCM-BROD-0214-C71	ad4ea539-27b9-45a5-a7d1-62a1eab0d5cb	HCM-BROD-0214-C71-10A	8ed3bf7f-80cb-4ea3-b870-020157602118	HCM-BROD-0214-C71-10A-01	5fac7e0f-f6ff-43e2-8c6a-b2e68abd2581	HCM-BROD-0214-C71-10A-01D	'--	'--	'--	DNA	D	'--	0.09	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	5d47d75b-1c71-4864-a2d9-b7f55967c6f4	HCM-BROD-0010-C25	121aecf8-ed94-45da-8b31-d9d948e8b0ee	HCM-BROD-0010-C25-85A	790e2efb-483b-5f01-8ff9-3def02a09ea6	'--	886e717e-697e-40bf-8bd0-4cdc4a95764b	HCM-BROD-0010-C25-85A-01R	1.98	'--	'--	RNA	R	'--	0.16	mirVana (Allprep DNA) RNA	Yes	1.05	7.7	UV Spec	released	'--
HCMI-CMDC	5d47d75b-1c71-4864-a2d9-b7f55967c6f4	HCM-BROD-0010-C25	121aecf8-ed94-45da-8b31-d9d948e8b0ee	HCM-BROD-0010-C25-85A	9caa1f3c-17e1-56fe-af01-83329f54a141	'--	e4f22523-8560-49cd-8a45-71aad72e7c0c	HCM-BROD-0010-C25-85A-01D	'--	'--	'--	DNA	D	'--	0.03	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	5d47d75b-1c71-4864-a2d9-b7f55967c6f4	HCM-BROD-0010-C25	14f31d52-8c4e-43f4-9765-b808dbce60f6	HCM-BROD-0010-C25-10A	6c306d68-7c08-48de-a607-d88c812fb2dd	HCM-BROD-0010-C25-10A-01	8fb9de06-dc0d-4c51-b259-21c35f3c4e4d	HCM-BROD-0010-C25-10A-01D	'--	'--	'--	DNA	D	'--	'--	Pre-extracted DNA received by TSS	Yes	'--	'--	'--	released	'--
