,sample_id,inhibitor,auc
3471,13-00186,Vatalanib (PTK787),172.287535984152
3472,13-00186,Vismodegib (GDC-0449),273.275001354644
3473,13-00186,XAV-939,189.110384329577
3474,13-00186,YM-155,248.749626303694
3475,13-00186,p38 MAP Kinase Inhibitor,246.169345434542
3476,13-00195,17-AAG (Tanespimycin),110.189120129704
3477,13-00195,A-674563,192.613183687633
3478,13-00195,ABT-737,196.645772297234
3479,13-00195,AKT Inhibitor IV,141.20831483457
3480,13-00195,AMPK Inhibitor,262.541591393312
3481,13-00195,AT7519,154.750787572662
3482,13-00195,AZD1152-HQPA (AZD2811),232.062679660252
3483,13-00195,AZD1480,249.773718393055
3484,13-00195,Afatinib (BIBW-2992),222.844123102435
3485,13-00195,Alisertib (MLN8237),274.496582334946
3486,13-00195,Axitinib (AG-013736),179.604206784736
3487,13-00195,BI-2536,180.074667341988
3488,13-00195,BMS-345541,234.233126827485
3489,13-00195,Bortezomib (Velcade),156.639068886656
3490,13-00195,Bosutinib (SKI-606),200.943868297535
3491,13-00195,CHIR-99021,286.327943276273
3492,13-00195,CI-1040 (PD184352),201.742762672861
3493,13-00195,CYT387,188.788185316769
3494,13-00195,Cabozantinib,157.665210512338
3495,13-00195,Canertinib (CI-1033),234.222970638994
3496,13-00195,Cediranib (AZD2171),267.063578596013
3500,13-00195,Doramapimod (BIRB 796),151.485757535092
3501,13-00195,Dovitinib (CHIR-258),151.705623122323
3502,13-00195,Elesclomol,100.727487220168
3504,13-00195,Flavopiridol,163.033613175465
3505,13-00195,Foretinib (XL880),134.845541730374
3506,13-00195,GDC-0879,285.619616589958
3507,13-00195,GDC-0941,148.964227910854
3508,13-00195,GSK-1838705A,259.993436899481
3509,13-00195,GSK-1904529A,251.283324668328
3510,13-00195,GSK690693,261.777638101788
3512,13-00195,Gefitinib,258.003747023745
3513,13-00195,Go6976,203.947707703493
3514,13-00195,H-89,242.045710356608
3515,13-00195,INK-128,69.7180771610317
3516,13-00195,Ibrutinib (PCI-32765),124.840801950618
3517,13-00195,Idelalisib,199.926350319287
3518,13-00195,Imatinib,220.587374256537
3519,13-00195,JAK Inhibitor I,222.531204254681
3520,13-00195,JNJ-28312141,165.177316834236
3521,13-00195,JNJ-38877605,236.436434611352
3522,13-00195,JNJ-7706621,284.586607224669
3523,13-00195,JNK Inhibitor II,259.304217819141
3524,13-00195,KI20227,209.511159131806
3525,13-00195,KN92,274.674828023999
3526,13-00195,KN93,268.992598134452
3527,13-00195,KU-55933,246.004310070224
3528,13-00195,KW-2449,243.958861925862
3529,13-00195,LY-333531,213.727306166422
3530,13-00195,LY294002,175.610690337469
3532,13-00195,Lestaurtinib (CEP-701),184.02005029665
3533,13-00195,Linifanib (ABT-869),179.929094031418
3534,13-00195,MGCD-265,229.397337213406
3535,13-00195,MK-2206,222.128179545113
3536,13-00195,MLN120B,242.41640259785
3537,13-00195,MLN8054,229.787023138049
3538,13-00195,Masitinib (AB-1010),232.793907965045
3539,13-00195,Midostaurin,242.172867391017
3540,13-00195,Motesanib (AMG-706),197.178310915894
3541,13-00195,NF-kB Activation Inhibitor,196.627864168339
3542,13-00195,NVP-ADW742,248.26988769023
3543,13-00195,NVP-TAE684,257.413952151373
3544,13-00195,Neratinib (HKI-272),234.794611800827
3546,13-00195,PD173955,216.061367444558
3547,13-00195,PHA-665752,286.327943276273
3548,13-00195,PHT-427,259.917094534354
3549,13-00195,PI-103,194.361910154966
3551,13-00195,PP2,244.077067673362
3552,13-00195,PP242,142.301482985959
3553,13-00195,PRT062607,208.940990897176
3554,13-00195,Pazopanib (GW786034),208.757595407803
3555,13-00195,Pelitinib (EKB-569),144.412119268911
3558,13-00195,RAF265 (CHIR-265),206.634461966244
3560,13-00195,Regorafenib (BAY 73-4506),164.003616393101
3561,13-00195,Roscovitine (CYC-202),286.327943276273
3563,13-00195,S31-201,251.356050448411
3564,13-00195,SB-202190,201.480918205132
3565,13-00195,SB-203580,206.324472770975
3566,13-00195,SB-431542,258.730850030834
3567,13-00195,SGX-523,271.291406711538
3568,13-00195,SNS-032 (BMS-387032),102.18455271204
3569,13-00195,STO609,280.087657488468
3570,13-00195,SU11274,235.608590472381
3571,13-00195,Saracatinib (AZD0530),158.909646707146
3572,13-00195,Selumetinib (AZD6244),189.097403679029
3574,13-00195,Staurosporine,175.662854800584
3576,13-00195,TG100-115,222.340126734038
3577,13-00195,TG101348,167.490786032124
3578,13-00195,Tandutinib (MLN518),217.457810001737
3579,13-00195,Tivozanib (AV-951),124.633611447395
3580,13-00195,Tofacitinib (CP-690550),215.24766854071
3581,13-00195,Tozasertib (VX-680),252.074904996046
3582,13-00195,Trametinib (GSK1120212),112.018267327124
3583,13-00195,VX-745,224.979534480669
3584,13-00195,Vandetanib (ZD6474),252.806856102605
3585,13-00195,Vargetef,227.194632170232
3586,13-00195,Vatalanib (PTK787),215.240876216166
3587,13-00195,Vismodegib (GDC-0449),286.327943276273
3588,13-00195,XAV-939,255.847628169369
3589,13-00195,YM-155,271.48149341012
3590,13-00195,p38 MAP Kinase Inhibitor,248.481989525342
3591,13-00226,17-AAG (Tanespimycin),274.280999917524
3592,13-00226,A-674563,217.227847068269
3593,13-00226,ABT-737,233.466956974603
3594,13-00226,AKT Inhibitor IV,161.576439184675
3595,13-00226,AMPK Inhibitor,261.154346795531
3596,13-00226,AT7519,160.823140524125
3597,13-00226,AZD1152-HQPA (AZD2811),277.145902273943
3598,13-00226,AZD1480,279.223925851311
3599,13-00226,Afatinib (BIBW-2992),205.819679334033
3600,13-00226,Alisertib (MLN8237),266.984680801325
3601,13-00226,Axitinib (AG-013736),188.457056048083
3602,13-00226,BEZ235,188.504562037969
3603,13-00226,BI-2536,168.407385810726
3604,13-00226,BMS-345541,256.133664279805
3605,13-00226,Bortezomib (Velcade),113.690377431547
3606,13-00226,Bosutinib (SKI-606),243.970881963998
3607,13-00226,CHIR-99021,281.144236704863
3608,13-00226,CI-1040 (PD184352),208.040680918213
3609,13-00226,CYT387,243.810945384751
3610,13-00226,Cabozantinib,212.792329432382
3611,13-00226,Canertinib (CI-1033),242.80181901854
3612,13-00226,Cediranib (AZD2171),239.377702526838
3614,13-00226,Crizotinib (PF-2341066),243.899175069359
3615,13-00226,Dasatinib,161.296866467074
3616,13-00226,Doramapimod (BIRB 796),183.098094444647
3617,13-00226,Dovitinib (CHIR-258),183.167978670869
3618,13-00226,Elesclomol,171.312797373397
3619,13-00226,Erlotinib,243.834965504548
3620,13-00226,Flavopiridol,116.364686871619
3621,13-00226,Foretinib (XL880),130.630452436298
3622,13-00226,GDC-0879,286.327943276273
3623,13-00226,GDC-0941,111.37644501659
3624,13-00226,GSK-1838705A,279.983356485212
3626,13-00226,GSK690693,260.820016270329
3627,13-00226,GW-2580,191.169236611404
3628,13-00226,Gefitinib,240.84729762829
3629,13-00226,Go6976,260.082375704951
3630,13-00226,H-89,282.887990840304
3631,13-00226,INK-128,85.9912900964604
3632,13-00226,Idelalisib,256.060666282684
3633,13-00226,Imatinib,233.276396008416
3634,13-00226,JAK Inhibitor I,254.295398836958
3635,13-00226,JNJ-28312141,177.875737568288
3636,13-00226,JNJ-38877605,150.094381465541
3637,13-00226,JNJ-7706621,229.885368224072
3638,13-00226,JNK Inhibitor II,242.557234446892
3639,13-00226,KI20227,221.097218424788
3640,13-00226,KN92,283.041519000131
3641,13-00226,KN93,286.327943276273
3642,13-00226,KU-55933,239.230138691031
3643,13-00226,KW-2449,223.406605806346
3644,13-00226,LY-333531,251.202504397147
3645,13-00226,LY294002,169.599314319595
3646,13-00226,Lapatinib,273.145576640634
3647,13-00226,Lestaurtinib (CEP-701),203.437538474625
3648,13-00226,Linifanib (ABT-869),172.132527174657
3649,13-00226,MGCD-265,232.663146615883
3650,13-00226,MK-2206,219.106692451522
3651,13-00226,MLN120B,276.673274293846
3652,13-00226,MLN8054,184.514856835445
3653,13-00226,Masitinib (AB-1010),227.334138211875
3654,13-00226,Midostaurin,256.104994749792
3655,13-00226,Motesanib (AMG-706),192.930245951399
3656,13-00226,NF-kB Activation Inhibitor,284.350246306035
3657,13-00226,NVP-ADW742,241.752291320243
3658,13-00226,NVP-TAE684,221.857245602907
3659,13-00226,Neratinib (HKI-272),239.250936633381
3661,13-00226,PD173955,226.433639706748
3662,13-00226,PHA-665752,250.42897999449
3663,13-00226,PHT-427,193.605565137497
3664,13-00226,PI-103,144.637474670688
3665,13-00226,PLX-4720,270.532503682112
3666,13-00226,PP2,230.526183942612
3667,13-00226,PP242,127.874625388569
3668,13-00226,PRT062607,218.75414948481
3669,13-00226,Pazopanib (GW786034),248.408349802933
3670,13-00226,Pelitinib (EKB-569),208.929698718499
3673,13-00226,RAF265 (CHIR-265),227.250402409416
3674,13-00226,Regorafenib (BAY 73-4506),138.685352624826
3675,13-00226,Roscovitine (CYC-202),266.926583016351
3676,13-00226,S31-201,283.771980533609
3677,13-00226,SB-202190,236.704231974122
3678,13-00226,SB-203580,233.86287360588
3679,13-00226,SB-431542,232.260255567611
3680,13-00226,SGX-523,286.327943276273
3681,13-00226,SNS-032 (BMS-387032),122.379025283491
3682,13-00226,STO609,276.144286541161
3683,13-00226,SU11274,233.191892751958
3684,13-00226,Saracatinib (AZD0530),241.4430286438
3685,13-00226,Selumetinib (AZD6244),163.314698234457
3687,13-00226,Staurosporine,141.315807695104
3688,13-00226,Sunitinib,224.328150773285
3689,13-00226,TG100-115,249.329934139851
3690,13-00226,TG101348,190.559420551728
3691,13-00226,Tandutinib (MLN518),221.769723458632
3692,13-00226,Tivozanib (AV-951),275.959717096632
3693,13-00226,Tofacitinib (CP-690550),200.0487537441
3694,13-00226,Tozasertib (VX-680),262.690990186831
3695,13-00226,Trametinib (GSK1120212),91.6910980040809
3696,13-00226,VX-745,182.270620379916
3697,13-00226,Vandetanib (ZD6474),258.102898132962
3698,13-00226,Vargetef,237.11820434292
3699,13-00226,Vatalanib (PTK787),240.699698759238
3700,13-00226,Vismodegib (GDC-0449),244.899384290497
3701,13-00226,XAV-939,278.098094853818
3702,13-00226,YM-155,252.729007837374
3703,13-00226,p38 MAP Kinase Inhibitor,264.157148648441
3704,13-00245,ABT-737,160.85167966986
3705,13-00245,AKT Inhibitor IV,143.041113548678
3706,13-00245,AMPK Inhibitor,239.586615728648
3707,13-00245,AT7519,101.22161993523
3708,13-00245,AZD1152-HQPA (AZD2811),203.476531891935
3709,13-00245,AZD1480,231.631330606459
3710,13-00245,Afatinib (BIBW-2992),142.893970833169
3711,13-00245,Alisertib (MLN8237),154.557593806806
3712,13-00245,Axitinib (AG-013736),211.034024646147
3713,13-00245,BEZ235,100.942645969055
3714,13-00245,BI-2536,106.938123203904
3715,13-00245,BMS-345541,207.129833163505
3716,13-00245,Bortezomib (Velcade),225.639072459649
3717,13-00245,Bosutinib (SKI-606),201.915807474352
3718,13-00245,CHIR-99021,244.859879735169
3719,13-00245,CI-1040 (PD184352),189.075856391608
3720,13-00245,CYT387,226.898293747033
3721,13-00245,Canertinib (CI-1033),209.72553517111
3722,13-00245,Cediranib (AZD2171),271.63368532613
3726,13-00245,Doramapimod (BIRB 796),257.976908438026
3727,13-00245,Dovitinib (CHIR-258),184.954276006427
3728,13-00245,Elesclomol,73.9231033569206
3729,13-00245,Erlotinib,167.999653681426
3730,13-00245,Flavopiridol,137.962304368391
3731,13-00245,Foretinib (XL880),124.148359808486
3732,13-00245,GDC-0879,286.327943276273
3733,13-00245,GDC-0941,119.930879609023
3734,13-00245,GSK-1838705A,234.486661926979
3735,13-00245,GSK-1904529A,231.385925104996
3736,13-00245,GSK690693,230.748277656562
3739,13-00245,Go6976,243.596196810878
3740,13-00245,H-89,211.325864532512
3741,13-00245,INK-128,108.868550114038
3742,13-00245,Idelalisib,198.796968460186
3743,13-00245,JAK Inhibitor I,144.099030975507
3744,13-00245,JNJ-28312141,165.403037014057
3745,13-00245,JNJ-38877605,103.749984199845
3746,13-00245,JNJ-7706621,230.103214589888
3747,13-00245,JNK Inhibitor II,232.67861464941
3748,13-00245,KI20227,286.327943276273
3749,13-00245,KN92,267.010518419747
3750,13-00245,KN93,275.266622739662
3751,13-00245,KU-55933,218.352976359379
3752,13-00245,KW-2449,240.503785834825
3753,13-00245,LY-333531,139.24664247199
3754,13-00245,LY294002,83.5572392946035
3756,13-00245,Lestaurtinib (CEP-701),181.767428940445
3757,13-00245,Linifanib (ABT-869),249.894242243246
3758,13-00245,MK-2206,180.152522343454
3759,13-00245,MLN120B,265.632832705264
3760,13-00245,MLN8054,255.338362162464
3761,13-00245,Masitinib (AB-1010),248.006900808949
3762,13-00245,Midostaurin,198.383085806086
3763,13-00245,Motesanib (AMG-706),228.021196699048
3764,13-00245,NF-kB Activation Inhibitor,67.6794439279706
3766,13-00245,NVP-TAE684,230.654719659091
3767,13-00245,Neratinib (HKI-272),154.253137973709
3768,13-00245,Nilotinib,261.106769445529
3769,13-00245,PD173955,238.205225636136
3770,13-00245,PHA-665752,170.469388365346
3771,13-00245,PI-103,67.3972179520798
3773,13-00245,PP2,164.487294509117
3774,13-00245,PP242,122.670068354284
3775,13-00245,PRT062607,244.081262378959
3776,13-00245,RAF265 (CHIR-265),179.632699746665
3778,13-00245,Roscovitine (CYC-202),272.183265169349
3779,13-00245,S31-201,137.706540381353
3780,13-00245,SB-202190,242.784072610845
3781,13-00245,SB-203580,243.34971503574
3782,13-00245,SB-431542,192.283262569979
3783,13-00245,SGX-523,236.848149845392
3784,13-00245,STO609,254.742160806149
3785,13-00245,SU11274,181.855514728887
3786,13-00245,Saracatinib (AZD0530),207.441219593321
3787,13-00245,Selumetinib (AZD6244),227.516310709943
3789,13-00245,Staurosporine,206.593098440417
3791,13-00245,TG100-115,201.810352171142
3792,13-00245,TG101348,149.217425217904
3793,13-00245,Tandutinib (MLN518),196.633042353206
3794,13-00245,Tivozanib (AV-951),162.658419626106
3795,13-00245,Tofacitinib (CP-690550),142.709968041595
3796,13-00245,Tozasertib (VX-680),253.014508610963
3797,13-00245,Trametinib (GSK1120212),151.334732376324
3798,13-00245,VX-745,165.286126218854
3799,13-00245,Vandetanib (ZD6474),201.68205917916
3800,13-00245,Vargetef,172.606395981201
3801,13-00245,Vatalanib (PTK787),180.357590456643
3802,13-00245,Vismodegib (GDC-0449),285.806622160567
3803,13-00245,YM-155,240.45082824175
3804,13-00245,p38 MAP Kinase Inhibitor,256.210110332225
3805,13-00262,17-AAG (Tanespimycin),185.05115897343
3806,13-00262,A-674563,192.505284754155
3807,13-00262,ABT-737,144.230645278854
3808,13-00262,AKT Inhibitor IV,118.142024786293
3809,13-00262,AMPK Inhibitor,145.494618590485
3810,13-00262,AT7519,145.21886236269
3811,13-00262,AZD1152-HQPA (AZD2811),219.68807031516
3812,13-00262,AZD1480,230.279480868546
3813,13-00262,Afatinib (BIBW-2992),198.704459904507
3814,13-00262,Alisertib (MLN8237),229.80772130511
3815,13-00262,Axitinib (AG-013736),243.044769962017
3816,13-00262,BEZ235,105.127161745096
3817,13-00262,BI-2536,174.284419912803
3818,13-00262,BMS-345541,215.83886024521
3819,13-00262,Bortezomib (Velcade),224.072595331867
3820,13-00262,Bosutinib (SKI-606),201.723149589935
3821,13-00262,CHIR-99021,281.163114483751
3822,13-00262,CI-1040 (PD184352),201.098929180229
3823,13-00262,CYT387,172.575522906726
3824,13-00262,Cabozantinib,167.714200935218
3825,13-00262,Canertinib (CI-1033),242.547487737256
3826,13-00262,Cediranib (AZD2171),231.156081306548
3828,13-00262,Crizotinib (PF-2341066),234.594679493694
3829,13-00262,Dasatinib,249.663908745197
3830,13-00262,Doramapimod (BIRB 796),233.682780924124
3831,13-00262,Dovitinib (CHIR-258),59.1297441690864
3832,13-00262,Elesclomol,178.769747624102
3833,13-00262,Erlotinib,181.394582878139
3834,13-00262,Flavopiridol,132.372946769422
3835,13-00262,Foretinib (XL880),94.8514231844531
3836,13-00262,GDC-0879,286.118940098155
3837,13-00262,GDC-0941,187.29939552499
3838,13-00262,GSK-1838705A,264.252686529409
3839,13-00262,GSK-1904529A,282.878171044812
3840,13-00262,GSK690693,263.51134472037
3841,13-00262,GW-2580,265.355484967118
3842,13-00262,Gefitinib,242.902100796303
3843,13-00262,Go6976,87.903764305417
3844,13-00262,H-89,244.188317632897
3845,13-00262,INK-128,125.693841428512
3846,13-00262,Idelalisib,203.847057180983
3847,13-00262,Imatinib,260.279220076722
3848,13-00262,JAK Inhibitor I,162.460292886703
3849,13-00262,JNJ-28312141,139.738610604693
3850,13-00262,JNJ-38877605,269.566691110087
3851,13-00262,JNJ-7706621,236.566383500032
3852,13-00262,JNK Inhibitor II,178.516927049612
3853,13-00262,KI20227,230.477733689258
3854,13-00262,KN92,246.106695697071
3855,13-00262,KN93,238.129708344685
3856,13-00262,KU-55933,273.158792129107
3857,13-00262,KW-2449,150.926622725035
3858,13-00262,LY-333531,166.238548888094
3859,13-00262,LY294002,138.419860220974
3860,13-00262,Lapatinib,271.217478108009
3861,13-00262,Lestaurtinib (CEP-701),94.7829218765089
3862,13-00262,Linifanib (ABT-869),155.581735846889
3863,13-00262,MGCD-265,157.412946075291
3864,13-00262,MK-2206,225.128160438475
3865,13-00262,MLN120B,263.488483669011
3866,13-00262,MLN8054,250.937063666921
3867,13-00262,Masitinib (AB-1010),239.226897611554
3868,13-00262,Midostaurin,110.609406411043
3869,13-00262,Motesanib (AMG-706),216.559962049155
3870,13-00262,NF-kB Activation Inhibitor,131.468774119669
3871,13-00262,NVP-ADW742,246.568491441779
3872,13-00262,NVP-TAE684,199.98013567657
3873,13-00262,Neratinib (HKI-272),132.031108661987
3874,13-00262,Nilotinib,270.483373486284
3875,13-00262,PD173955,228.770142840304
3876,13-00262,PHA-665752,215.315137393177
3877,13-00262,PHT-427,260.360425554837
3878,13-00262,PI-103,209.185474289089
3879,13-00262,PLX-4720,236.225275224904
3880,13-00262,PP2,264.762731032137
3881,13-00262,PP242,143.559693099761
3882,13-00262,PRT062607,184.438483293291
3883,13-00262,Pazopanib (GW786034),225.686775947967
3884,13-00262,Pelitinib (EKB-569),163.681149260159
3886,13-00262,Quizartinib (AC220),82.2230677925767
3887,13-00262,RAF265 (CHIR-265),115.915949386645
3888,13-00262,Rapamycin,233.304348487936
3889,13-00262,Regorafenib (BAY 73-4506),202.54536253128
3890,13-00262,Roscovitine (CYC-202),264.614235682216
3891,13-00262,Ruxolitinib (INCB018424),253.361905862917
3892,13-00262,S31-201,263.34138612076
3893,13-00262,SB-202190,240.599672905968
3894,13-00262,SB-203580,246.911389733629
3895,13-00262,SB-431542,285.910586903296
3896,13-00262,SGX-523,285.697307842305
3897,13-00262,SNS-032 (BMS-387032),120.265982494481
3898,13-00262,STO609,286.327943276273
3899,13-00262,SU11274,186.860090073363
3900,13-00262,Saracatinib (AZD0530),255.499074349656
3901,13-00262,Selumetinib (AZD6244),182.981982311414
3902,13-00262,Sorafenib,160.729363699661
3903,13-00262,Staurosporine,108.414528106441
3905,13-00262,TG100-115,279.978170192188
3906,13-00262,Tandutinib (MLN518),164.447709071593
3907,13-00262,Tivozanib (AV-951),202.62324632631
