,Argonne_ID,DepMap_ID,cell_line_name,stripped_cell_line_name,CCLE_Name,Manual_edit
970,CCLE.CCFSTTG1,ACH-000329,CCF-STTG1,CCFSTTG1,CCFSTTG1_CENTRAL_NERVOUS_SYSTEM,
971,GDSC.CCF-STTG1,ACH-000329,CCF-STTG1,CCFSTTG1,CCFSTTG1_CENTRAL_NERVOUS_SYSTEM,
972,gCSI.CCF-STTG1,ACH-000329,CCF-STTG1,CCFSTTG1,CCFSTTG1_CENTRAL_NERVOUS_SYSTEM,
973,CTRP.CCF-STTG1,ACH-000329,CCF-STTG1,CCFSTTG1,CCFSTTG1_CENTRAL_NERVOUS_SYSTEM,
974,CCLE.EFM19,ACH-000330,EFM-19,EFM19,EFM19_BREAST,
975,GDSC.EFM-19,ACH-000330,EFM-19,EFM19,EFM19_BREAST,
976,gCSI.EFM-19,ACH-000330,EFM-19,EFM19,EFM19_BREAST,
977,CCLE.ISTMES2,ACH-000331,IST-MES2,ISTMES2,ISTMES2_PLEURA,
978,CCLE.YAPC,ACH-000332,YAPC,YAPC,YAPC_PANCREAS,
979,GDSC.YAPC,ACH-000332,YAPC,YAPC,YAPC_PANCREAS,
980,gCSI.YAPC,ACH-000332,YAPC,YAPC,YAPC_PANCREAS,
981,CTRP.YAPC,ACH-000332,YAPC,YAPC,YAPC_PANCREAS,
982,CCLE.DB,ACH-000334,DB,DB,DB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
983,GDSC.DB,ACH-000334,DB,DB,DB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
984,gCSI.DB,ACH-000334,DB,DB,DB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
985,CTRP.DB,ACH-000334,DB,DB,DB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
986,CCLE.MSTO211H,ACH-000335,MSTO-211H,MSTO211H,MSTO211H_PLEURA,
987,GDSC.MSTO-211H,ACH-000335,MSTO-211H,MSTO211H,MSTO211H_PLEURA,
988,CTRP.MSTO-211H,ACH-000335,MSTO-211H,MSTO211H,MSTO211H_PLEURA,
989,CCLE.OCIAML3,ACH-000336,OCI-AML3,OCIAML3,OCIAML3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
990,GDSC.OCI-AML3,ACH-000336,OCI-AML3,OCIAML3,OCIAML3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
991,CTRP.OCI-AML3,ACH-000336,OCI-AML3,OCIAML3,OCIAML3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
992,CCLE.NCIH3122,ACH-000337,NCI-H3122,NCIH3122,NCIH3122_LUNG,
993,GDSC.NCI-H3122,ACH-000337,NCI-H3122,NCIH3122,NCIH3122_LUNG,
994,CCLE.SR786,ACH-000338,SR-786,SR786,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
995,CTRP.SR-786,ACH-000338,SR-786,SR786,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
996,NCI60.SR,ACH-000338,SR-786,SR786,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
997,GDSC.SR,ACH-000338,SR-786,SR786,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
998,CCLE.HCC461,ACH-000339,,HCC461,HCC461_LUNG,
999,CCLE.SKNFI,ACH-000341,SK-N-FI,SKNFI,SKNFI_AUTONOMIC_GANGLIA,
1000,GDSC.SK-N-FI,ACH-000341,SK-N-FI,SKNFI,SKNFI_AUTONOMIC_GANGLIA,
1001,gCSI.SK-N-FI,ACH-000341,SK-N-FI,SKNFI,SKNFI_AUTONOMIC_GANGLIA,
1002,CTRP.SK-N-FI,ACH-000341,SK-N-FI,SKNFI,SKNFI_AUTONOMIC_GANGLIA,
1003,CCLE.CL14,ACH-000342,CL-14,CL14,CL14_LARGE_INTESTINE,
1004,NCI60.NCI-H522,ACH-000343,NCI-H522,NCIH522,NCIH522_LUNG,
1005,CCLE.NCIH522,ACH-000343,NCI-H522,NCIH522,NCIH522_LUNG,
1006,GDSC.NCI-H522,ACH-000343,NCI-H522,NCIH522,NCIH522_LUNG,
1007,gCSI.NCI-H522,ACH-000343,NCI-H522,NCIH522,NCIH522_LUNG,
1008,CTRP.NCI-H522,ACH-000343,NCI-H522,NCIH522,NCIH522_LUNG,
1009,CCLE.SNU668,ACH-000344,SNU-668,SNU668,SNU668_STOMACH,
1010,CTRP.SNU-668,ACH-000344,SNU-668,SNU668,SNU668_STOMACH,
1011,CCLE.KPNRTBM1,ACH-000345,KP-N-RT-BM-1,KPNRTBM1,KPNRTBM1_AUTONOMIC_GANGLIA,
1012,GDSC.KP-N-RT-BM-1,ACH-000345,KP-N-RT-BM-1,KPNRTBM1,KPNRTBM1_AUTONOMIC_GANGLIA,
1013,CCLE.JVM3,ACH-000346,JVM-3,JVM3,JVM3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1014,GDSC.JVM-3,ACH-000346,JVM-3,JVM3,JVM3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1015,CTRP.JVM-3,ACH-000346,JVM-3,JVM3,JVM3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1016,CCLE.QGP1,ACH-000347,QGP-1,QGP1,QGP1_PANCREAS,
1017,GDSC.QGP-1,ACH-000347,QGP-1,QGP1,QGP1_PANCREAS,
1018,gCSI.QGP-1,ACH-000347,QGP-1,QGP1,QGP1_PANCREAS,
1019,CTRP.QGP-1,ACH-000347,QGP-1,QGP1,QGP1_PANCREAS,
1020,CCLE.RPMI7951,ACH-000348,RPMI-7951,RPMI7951,RPMI7951_SKIN,
1021,GDSC.RPMI-7951,ACH-000348,RPMI-7951,RPMI7951,RPMI7951_SKIN,
1022,gCSI.RPMI-7951,ACH-000348,RPMI-7951,RPMI7951,RPMI7951_SKIN,
1023,CTRP.RPMI-7951,ACH-000348,RPMI-7951,RPMI7951,RPMI7951_SKIN,
1024,CCLE.HCC1500,ACH-000349,HCC1500,HCC1500,HCC1500_BREAST,
1025,GDSC.HCC1500,ACH-000349,HCC1500,HCC1500,HCC1500_BREAST,
1026,CTRP.HCC1500,ACH-000349,HCC1500,HCC1500,HCC1500_BREAST,
1027,CCLE.COLO678,ACH-000350,COLO-678,COLO678,COLO678_LARGE_INTESTINE,
1028,GDSC.COLO-678,ACH-000350,COLO-678,COLO678,COLO678_LARGE_INTESTINE,
1029,gCSI.COLO-678,ACH-000350,COLO-678,COLO678,COLO678_LARGE_INTESTINE,
1030,CTRP.COLO-678,ACH-000350,COLO-678,COLO678,COLO678_LARGE_INTESTINE,
1031,CCLE.MKN1,ACH-000351,MKN1,MKN1,MKN1_STOMACH,
1032,GDSC.MKN1,ACH-000351,MKN1,MKN1,MKN1_STOMACH,
1033,gCSI.MKN1,ACH-000351,MKN1,MKN1,MKN1_STOMACH,
1034,CTRP.MKN1,ACH-000351,MKN1,MKN1,MKN1_STOMACH,
1035,CCLE.HCC1428,ACH-000352,HCC1428,HCC1428,HCC1428_BREAST,
1036,GDSC.HCC1428,ACH-000352,HCC1428,HCC1428,HCC1428_BREAST,
1037,CTRP.HCC1428,ACH-000352,HCC1428,HCC1428,HCC1428_BREAST,
1038,CCLE.TE15,ACH-000353,TE-15,TE15,TE15_OESOPHAGUS,
1039,GDSC.TE-15,ACH-000353,TE-15,TE15,TE15_OESOPHAGUS,
1040,CTRP.TE-15,ACH-000353,TE-15,TE15,TE15_OESOPHAGUS,
1041,CCLE.CAPAN1,ACH-000354,Capan-1,CAPAN1,CAPAN1_PANCREAS,
1042,GDSC.CAPAN-1,ACH-000354,Capan-1,CAPAN1,CAPAN1_PANCREAS,
1043,gCSI.CAPAN-1,ACH-000354,Capan-1,CAPAN1,CAPAN1_PANCREAS,
1044,CTRP.CAPAN-1,ACH-000354,Capan-1,CAPAN1,CAPAN1_PANCREAS,
1045,CCLE.NCIH82,ACH-000355,NCI-H82,NCIH82,NCIH82_LUNG,
1046,GDSC.NCI-H82,ACH-000355,NCI-H82,NCIH82,NCIH82_LUNG,
1047,gCSI.NCI-H82,ACH-000355,NCI-H82,NCIH82,NCIH82_LUNG,
1048,CCLE.MKN45,ACH-000356,MKN-45,MKN45,MKN45_STOMACH,
1049,GDSC.MKN45,ACH-000356,MKN-45,MKN45,MKN45_STOMACH,
1050,gCSI.MKN45,ACH-000356,MKN-45,MKN45,MKN45_STOMACH,
1051,CTRP.MKN45,ACH-000356,MKN-45,MKN45,MKN45_STOMACH,
1052,CCLE.JEKO1,ACH-000357,JeKo-1,JEKO1,JEKO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1053,GDSC.JEKO-1,ACH-000357,JeKo-1,JEKO1,JEKO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1054,CTRP.JeKo-1,ACH-000357,JeKo-1,JEKO1,JEKO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1055,CCLE.NCIH69,ACH-000358,NCI-H69,NCIH69,NCIH69_LUNG,
1056,GDSC.NCI-H69,ACH-000358,NCI-H69,NCIH69,NCIH69_LUNG,
1057,CTRP.NCI-H69,ACH-000358,NCI-H69,NCIH69,NCIH69_LUNG,
1058,CCLE.MG63,ACH-000359,MG-63,MG63,MG63_BONE,
1059,GDSC.MG-63,ACH-000359,MG-63,MG63,MG63_BONE,
1060,gCSI.MG-63,ACH-000359,MG-63,MG63,MG63_BONE,
1061,CTRP.MG-63,ACH-000359,MG-63,MG63,MG63_BONE,
1062,CCLE.NCIH508,ACH-000360,NCI-H508,NCIH508,NCIH508_LARGE_INTESTINE,
1063,GDSC.NCI-H508,ACH-000360,NCI-H508,NCIH508,NCIH508_LARGE_INTESTINE,
1064,CTRP.NCI-H508,ACH-000360,NCI-H508,NCIH508,NCIH508_LARGE_INTESTINE,
1065,CCLE.SKHEP1,ACH-000361,SK-HEP-1,SKHEP1,SKHEP1_LIVER,
1066,GDSC.SK-HEP-1,ACH-000361,SK-HEP-1,SKHEP1,SKHEP1_LIVER,
1067,gCSI.SK-HEP-1,ACH-000361,SK-HEP-1,SKHEP1,SKHEP1_LIVER,
1068,CTRP.SK-HEP-1,ACH-000361,SK-HEP-1,SKHEP1,SKHEP1_LIVER,
1069,CCLE.MOLM13,ACH-000362,MOLM-13,MOLM13,MOLM13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1070,GDSC.MOLM-13,ACH-000362,MOLM-13,MOLM13,MOLM13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1071,CTRP.MOLM-13,ACH-000362,MOLM-13,MOLM13,MOLM13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1072,CCLE.SKMM2,ACH-000363,SK-MM-2,SKMM2,SKMM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1073,GDSC.SK-MM-2,ACH-000363,SK-MM-2,SKMM2,SKMM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1074,CTRP.SK-MM-2,ACH-000363,SK-MM-2,SKMM2,SKMM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1075,CCLE.U2OS,ACH-000364,U-2 OS,U2OS,U2OS_BONE,
1076,GDSC.U-2-OS,ACH-000364,U-2 OS,U2OS,U2OS_BONE,
1077,gCSI.U-2-OS,ACH-000364,U-2 OS,U2OS,U2OS_BONE,
1078,CTRP.U-2-OS,ACH-000364,U-2 OS,U2OS,U2OS_BONE,
1079,CCLE.SUDHL4,ACH-000365,SU-DHL-4,SUDHL4,SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1080,GDSC.SU-DHL-4,ACH-000365,SU-DHL-4,SUDHL4,SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1081,gCSI.SU-DHL-4,ACH-000365,SU-DHL-4,SUDHL4,SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1082,CTRP.SU-DHL-4,ACH-000365,SU-DHL-4,SUDHL4,SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1083,CCLE.SKNDZ,ACH-000366,SK-N-DZ,SKNDZ,SKNDZ_AUTONOMIC_GANGLIA,
1084,GDSC.SK-N-DZ,ACH-000366,SK-N-DZ,SKNDZ,SKNDZ_AUTONOMIC_GANGLIA,
1085,gCSI.SK-N-DZ,ACH-000366,SK-N-DZ,SKNDZ,SKNDZ_AUTONOMIC_GANGLIA,
1086,CTRP.SK-N-DZ,ACH-000366,SK-N-DZ,SKNDZ,SKNDZ_AUTONOMIC_GANGLIA,
1087,NCI60.NCI-H226,ACH-000367,NCI-H226,NCIH226,NCIH226_LUNG,
1088,CCLE.NCIH226,ACH-000367,NCI-H226,NCIH226,NCIH226_LUNG,
1089,GDSC.NCI-H226,ACH-000367,NCI-H226,NCIH226,NCIH226_LUNG,
1090,gCSI.NCI-H226,ACH-000367,NCI-H226,NCIH226,NCIH226_LUNG,
1091,CTRP.NCI-H226,ACH-000367,NCI-H226,NCIH226,NCIH226_LUNG,
1092,CCLE.SNU1105,ACH-000368,SNU-1105,SNU1105,SNU1105_CENTRAL_NERVOUS_SYSTEM,
1093,CTRP.SNU-1105,ACH-000368,SNU-1105,SNU1105,SNU1105_CENTRAL_NERVOUS_SYSTEM,
1094,CCLE.MOLM16,ACH-000369,MOLM-16,MOLM16,MOLM16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1095,GDSC.MOLM-16,ACH-000369,MOLM-16,MOLM16,MOLM16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1096,CTRP.MOLM-16,ACH-000369,MOLM-16,MOLM16,MOLM16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1097,CCLE.SNU626,ACH-000370,SNU-626,SNU626,SNU626_CENTRAL_NERVOUS_SYSTEM,
1098,CTRP.SNU-626,ACH-000370,SNU-626,SNU626,SNU626_CENTRAL_NERVOUS_SYSTEM,
1099,CCLE.RL,ACH-000371,RL,RL,RL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1100,GDSC.RL,ACH-000371,RL,RL,RL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1101,gCSI.RL,ACH-000371,RL,RL,RL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1102,CTRP.RL,ACH-000371,RL,RL,RL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1103,CCLE.P12ICHIKAWA,ACH-000372,P12-ICHIKAWA,P12ICHIKAWA,P12ICHIKAWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1104,GDSC.P12-ICHIKAWA,ACH-000372,P12-ICHIKAWA,P12ICHIKAWA,P12ICHIKAWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1105,CTRP.P12-ICHIKAWA,ACH-000372,P12-ICHIKAWA,P12ICHIKAWA,P12ICHIKAWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1106,CCLE.SKM1,ACH-000373,SKM-1,SKM1,SKM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1107,GDSC.SKM-1,ACH-000373,SKM-1,SKM1,SKM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1108,gCSI.SKM-1,ACH-000373,SKM-1,SKM1,SKM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1109,CTRP.SKM-1,ACH-000373,SKM-1,SKM1,SKM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1110,CCLE.HCC1143,ACH-000374,HCC1143,HCC1143,HCC1143_BREAST,
1111,GDSC.HCC1143,ACH-000374,HCC1143,HCC1143,HCC1143_BREAST,
1112,gCSI.HCC1143,ACH-000374,HCC1143,HCC1143,HCC1143_BREAST,
1113,CTRP.HCC1143,ACH-000374,HCC1143,HCC1143,HCC1143_BREAST,
1114,CCLE.G402,ACH-000375,G-402,G402,G402_SOFT_TISSUE,
1115,GDSC.G-402,ACH-000375,G-402,G402,G402_SOFT_TISSUE,
1116,gCSI.G-402,ACH-000375,G-402,G402,G402_SOFT_TISSUE,
1117,CTRP.G-402,ACH-000375,G-402,G402,G402_SOFT_TISSUE,
1118,NCI60.SF-295,ACH-000376,SF-295,SF295,SF295_CENTRAL_NERVOUS_SYSTEM,
1119,CCLE.SF295,ACH-000376,SF-295,SF295,SF295_CENTRAL_NERVOUS_SYSTEM,
1120,GDSC.SF295,ACH-000376,SF-295,SF295,SF295_CENTRAL_NERVOUS_SYSTEM,
1121,CTRP.SF295,ACH-000376,SF-295,SF295,SF295_CENTRAL_NERVOUS_SYSTEM,
1122,CCLE.SNU478,ACH-000377,SNU-478,SNU478,SNU478_BILIARY_TRACT,
1123,CTRP.SNU-478,ACH-000377,SNU-478,SNU478,SNU478_BILIARY_TRACT,
1124,CCLE.NCIH647,ACH-000378,NCI-H647,NCIH647,NCIH647_LUNG,
1125,GDSC.NCI-H647,ACH-000378,NCI-H647,NCIH647,NCIH647_LUNG,
1126,gCSI.NCI-H647,ACH-000378,NCI-H647,NCIH647,NCIH647_LUNG,
1127,CTRP.NCI-H647,ACH-000378,NCI-H647,NCIH647,NCIH647_LUNG,
1128,CCLE.NCIH1781,ACH-000379,NCI-H1781,NCIH1781,NCIH1781_LUNG,
1129,GDSC.NCI-H1781,ACH-000379,NCI-H1781,NCIH1781,NCIH1781_LUNG,
1130,CCLE.KMS12BM,ACH-000380,KMS-12-BM,KMS12BM,KMS12BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1131,GDSC.KMS-12-BM,ACH-000380,KMS-12-BM,KMS12BM,KMS12BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1132,gCSI.KMS-12-BM,ACH-000380,KMS-12-BM,KMS12BM,KMS12BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1133,CTRP.KMS-12-BM,ACH-000380,KMS-12-BM,KMS12BM,KMS12BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1134,CCLE.T84,ACH-000381,T84,T84,T84_LARGE_INTESTINE,
1135,GDSC.T84,ACH-000381,T84,T84,T84_LARGE_INTESTINE,
1136,gCSI.T84,ACH-000381,T84,T84,T84_LARGE_INTESTINE,
1137,CTRP.T84,ACH-000381,T84,T84,T84_LARGE_INTESTINE,
1138,CCLE.CORL24,ACH-000382,COR-L24,CORL24,CORL24_LUNG,
1139,CCLE.OE33,ACH-000383,OE33,OE33,OE33_OESOPHAGUS,
1140,GDSC.OE33,ACH-000383,OE33,OE33,OE33_OESOPHAGUS,
1141,gCSI.OE33,ACH-000383,OE33,OE33,OE33_OESOPHAGUS,
1142,CTRP.OE33,ACH-000383,OE33,OE33,OE33_OESOPHAGUS,
1143,CCLE.SW780,ACH-000384,SW 780,SW780,SW780_URINARY_TRACT,
1144,GDSC.SW780,ACH-000384,SW 780,SW780,SW780_URINARY_TRACT,
1145,gCSI.SW780,ACH-000384,SW 780,SW780,SW780_URINARY_TRACT,
1146,CCLE.KG1,ACH-000386,KG-1,KG1,KG1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1147,GDSC.KG-1,ACH-000386,KG-1,KG1,KG1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1148,gCSI.KG-1,ACH-000386,KG-1,KG1,KG1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1149,CCLE.TF1,ACH-000387,TF-1,TF1,TF1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1150,GDSC.TF-1,ACH-000387,TF-1,TF1,TF1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1151,CTRP.TF-1,ACH-000387,TF-1,TF1,TF1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1152,CCLE.H4,ACH-000389,H4,H4,H4_CENTRAL_NERVOUS_SYSTEM,
1153,GDSC.H4,ACH-000389,H4,H4,H4_CENTRAL_NERVOUS_SYSTEM,
1154,CCLE.LUDLU1,ACH-000390,LUDLU-1,LUDLU1,LUDLU1_LUNG,
1155,CTRP.LUDLU-1,ACH-000390,LUDLU-1,LUDLU1,LUDLU1_LUNG,
1156,CCLE.MHHES1,ACH-000391,MHH-ES-1,MHHES1,MHHES1_BONE,
1157,GDSC.MHH-ES-1,ACH-000391,MHH-ES-1,MHHES1,MHHES1_BONE,
1158,gCSI.MHH-ES-1,ACH-000391,MHH-ES-1,MHHES1,MHHES1_BONE,
1159,CTRP.MHH-ES-1,ACH-000391,MHH-ES-1,MHHES1,MHHES1_BONE,
1160,CCLE.CALU3,ACH-000392,Calu-3,CALU3,CALU3_LUNG,
1161,GDSC.Calu-3,ACH-000392,Calu-3,CALU3,CALU3_LUNG,
1162,gCSI.CALU-3,ACH-000392,Calu-3,CALU3,CALU3_LUNG,
1163,CTRP.Calu-3,ACH-000392,Calu-3,CALU3,CALU3_LUNG,
1164,CCLE.HLF,ACH-000393,HLF,HLF,HLF_LIVER,
1165,gCSI.HLF,ACH-000393,HLF,HLF,HLF_LIVER,
1166,CTRP.HLF,ACH-000393,HLF,HLF,HLF_LIVER,
1167,CCLE.NCIH2081,ACH-000394,NCI-H2081,NCIH2081,NCIH2081_LUNG,
1168,GDSC.NCI-H2081,ACH-000394,NCI-H2081,NCIH2081,NCIH2081_LUNG,
1169,CTRP.NCI-H2081,ACH-000394,NCI-H2081,NCIH2081,NCIH2081_LUNG,
1170,CCLE.NCIH520,ACH-000395,NCI-H520,NCIH520,NCIH520_LUNG,
1171,GDSC.NCI-H520,ACH-000395,NCI-H520,NCIH520,NCIH520_LUNG,
1172,gCSI.NCI-H520,ACH-000395,NCI-H520,NCIH520,NCIH520_LUNG,
1173,CTRP.NCI-H520,ACH-000395,NCI-H520,NCIH520,NCIH520_LUNG,
1174,CCLE.J82,ACH-000396,J82,J82,J82_URINARY_TRACT,
1175,GDSC.J82,ACH-000396,J82,J82,J82_URINARY_TRACT,
1176,CTRP.J82,ACH-000396,J82,J82,J82_URINARY_TRACT,
1177,CCLE.TEN,ACH-000397,TEN,TEN,TEN_ENDOMETRIUM,
1178,CCLE.NCIH2196,ACH-000399,NCI-H2196,NCIH2196,NCIH2196_LUNG,
1179,GDSC.NCI-H2196,ACH-000399,NCI-H2196,NCIH2196,NCIH2196_LUNG,
1180,CTRP.NCI-H2196,ACH-000399,NCI-H2196,NCIH2196,NCIH2196_LUNG,
1181,CCLE.SKCO1,ACH-000400,SK-CO-1,SKCO1,SKCO1_LARGE_INTESTINE,
1182,GDSC.SK-CO-1,ACH-000400,SK-CO-1,SKCO1,SKCO1_LARGE_INTESTINE,
1183,gCSI.SK-CO-1,ACH-000400,SK-CO-1,SKCO1,SKCO1_LARGE_INTESTINE,
1184,CTRP.SK-CO-1,ACH-000400,SK-CO-1,SKCO1,SKCO1_LARGE_INTESTINE,
1185,CCLE.COLO800,ACH-000401,COLO-800,COLO800,COLO800_SKIN,
1186,GDSC.COLO-800,ACH-000401,COLO-800,COLO800,COLO800_SKIN,
1187,gCSI.COLO-800,ACH-000401,COLO-800,COLO800,COLO800_SKIN,
1188,CTRP.COLO-800,ACH-000401,COLO-800,COLO800,COLO800_SKIN,
1189,CCLE.BL70,ACH-000402,BL-70,BL70,BL70_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1190,GDSC.BL-70,ACH-000402,BL-70,BL70,BL70_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1191,CTRP.BL-70,ACH-000402,BL-70,BL70,BL70_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1192,CCLE.NCIH747,ACH-000403,NCI-H747,NCIH747,NCIH747_LARGE_INTESTINE,
1193,GDSC.NCI-H747,ACH-000403,NCI-H747,NCIH747,NCIH747_LARGE_INTESTINE,
1194,CTRP.NCI-H747,ACH-000403,NCI-H747,NCIH747,NCIH747_LARGE_INTESTINE,
1195,CCLE.K029AX,ACH-000404,K029AX,K029AX,K029AX_SKIN,
1196,CTRP.K029AX,ACH-000404,K029AX,K029AX,K029AX_SKIN,
1197,CCLE.MEC1,ACH-000405,MEC-1,MEC1,MEC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1198,GDSC.MEC-1,ACH-000405,MEC-1,MEC1,MEC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1199,CTRP.MEC-1,ACH-000405,MEC-1,MEC1,MEC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1200,CCLE.U937,ACH-000406,U-937,U937,U937_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1201,gCSI.U-937,ACH-000406,U-937,U937,U937_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1202,CTRP.U-937,ACH-000406,U-937,U937,U937_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1203,CCLE.SNU685,ACH-000407,SNU-685,SNU685,SNU685_ENDOMETRIUM,
1204,CTRP.SNU-685,ACH-000407,SNU-685,SNU685,SNU685_ENDOMETRIUM,
1205,CCLE.TE5,ACH-000408,TE-5,TE5,TE5_OESOPHAGUS,
1206,GDSC.TE-5,ACH-000408,TE-5,TE5,TE5_OESOPHAGUS,
1207,CTRP.TE-5,ACH-000408,TE-5,TE5,TE5_OESOPHAGUS,
1208,CCLE.OVSAHO,ACH-000409,OVSAHO,OVSAHO,OVSAHO_OVARY,
1209,gCSI.OVSAHO,ACH-000409,OVSAHO,OVSAHO,OVSAHO_OVARY,
1210,CTRP.OVSAHO,ACH-000409,OVSAHO,OVSAHO,OVSAHO_OVARY,
1211,CCLE.SAOS2,ACH-000410,Saos-2,SAOS2,SAOS2_BONE,
1212,GDSC.Saos-2,ACH-000410,Saos-2,SAOS2,SAOS2_BONE,
1213,CTRP.Saos-2,ACH-000410,Saos-2,SAOS2,SAOS2_BONE,
1214,CCLE.769P,ACH-000411,769-P,769P,769P_KIDNEY,
1215,GDSC.769-P,ACH-000411,769-P,769P,769P_KIDNEY,
1216,gCSI.769-P,ACH-000411,769-P,769P,769P_KIDNEY,
1217,CTRP.769-P,ACH-000411,769-P,769P,769P_KIDNEY,
1218,CCLE.SNU1197,ACH-000412,SNU-1197,SNU1197,SNU1197_LARGE_INTESTINE,
1219,CCLE.NCIH1944,ACH-000414,NCI-H1944,NCIH1944,NCIH1944_LUNG,
1220,GDSC.NCI-H1944,ACH-000414,NCI-H1944,NCIH1944,NCIH1944_LUNG,
1221,gCSI.NCI-H1944,ACH-000414,NCI-H1944,NCIH1944,NCIH1944_LUNG,
1222,CTRP.NCI-H1944,ACH-000414,NCI-H1944,NCIH1944,NCIH1944_LUNG,
1223,CCLE.BICR6,ACH-000415,BICR 6,BICR6,BICR6_UPPER_AERODIGESTIVE_TRACT,
1224,CTRP.BICR-6,ACH-000415,BICR 6,BICR6,BICR6_UPPER_AERODIGESTIVE_TRACT,
1225,CCLE.NCIH838,ACH-000416,NCI-H838,NCIH838,NCIH838_LUNG,
1226,GDSC.NCI-H838,ACH-000416,NCI-H838,NCIH838,NCIH838_LUNG,
1227,CTRP.NCI-H838,ACH-000416,NCI-H838,NCIH838,NCIH838_LUNG,
1228,CCLE.PANC0813,ACH-000417,Panc 08.13,PANC0813,PANC0813_PANCREAS,
1229,GDSC.PANC-08-13,ACH-000417,Panc 08.13,PANC0813,PANC0813_PANCREAS,
1230,CTRP.Panc-08-13,ACH-000417,Panc 08.13,PANC0813,PANC0813_PANCREAS,
1231,CCLE.SNU449,ACH-000420,SNU-449,SNU449,SNU449_LIVER,
1232,GDSC.SNU-449,ACH-000420,SNU-449,SNU449,SNU449_LIVER,
1233,gCSI.SNU-449,ACH-000420,SNU-449,SNU449,SNU449_LIVER,
1234,CTRP.SNU-449,ACH-000420,SNU-449,SNU449,SNU449_LIVER,
